,card_company,region,type_of_business,amount
4141,a,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
4142,a,경북 포항시,한식 음식점업,3428.5714285714284
4143,e,경북 포항시,한식 음식점업,2285.714285714286
4144,e,경북 포항시,한식 음식점업,3000.0
4145,f,경북 포항시,한식 음식점업,9571.42857142857
4146,b,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
4147,b,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3928.571428571429
4148,h,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2760.0
4149,c,경북 포항시,애완용 동물 및 관련용품 소매업,3571.428571428572
4150,b,경북 포항시,애완용 동물 및 관련용품 소매업,7857.142857142857
4151,a,경북 포항시,한식 음식점업,1000.0
4152,e,경북 포항시,한식 음식점업,3571.428571428572
4153,a,경북 포항시,한식 음식점업,3000.0
4154,c,경북 포항시,의복 소매업,11428.571428571431
4155,e,경북 포항시,한식 음식점업,3714.285714285714
4156,e,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2471.428571428572
4157,a,경북 포항시,한식 음식점업,3428.5714285714284
4158,b,경북 포항시,의복 소매업,2857.142857142857
4159,a,경북 포항시,한식 음식점업,5714.285714285716
4160,b,경북 포항시,한식 음식점업,2142.8571428571427
4161,a,경북 포항시,한식 음식점업,2714.285714285714
4162,a,경북 포항시,한식 음식점업,3285.714285714286
4163,b,경북 포항시,의복 소매업,6571.428571428572
4164,d,경북 포항시,의복 소매업,5142.857142857143
4165,a,경북 포항시,한식 음식점업,4000.0
4166,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",4842.857142857143
4167,a,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3771.428571428572
4168,a,경북 포항시,한식 음식점업,3285.714285714286
4169,a,경북 포항시,애완용 동물 및 관련용품 소매업,5000.0
4170,c,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3074.285714285714
4171,a,경북 포항시,애완용 동물 및 관련용품 소매업,4285.714285714285
4172,b,경북 포항시,한식 음식점업,2142.8571428571427
4173,c,경북 포항시,한식 음식점업,2571.428571428572
4174,a,경북 포항시,한식 음식점업,4571.428571428572
4175,a,경북 포항시,한식 음식점업,2571.428571428572
4176,a,경북 포항시,한식 음식점업,2571.428571428572
4177,d,경북 포항시,애완용 동물 및 관련용품 소매업,2142.8571428571427
4178,g,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",3088.5714285714284
4179,e,경북 포항시,한식 음식점업,3942.857142857143
4180,a,경북 포항시,의복 소매업,7285.714285714284
4181,a,경북 포항시,한식 음식점업,3428.5714285714284
4182,c,경북 포항시,애완용 동물 및 관련용품 소매업,10000.0
4183,b,경북 포항시,애완용 동물 및 관련용품 소매업,9285.714285714286
4184,b,경북 포항시,한식 음식점업,2428.5714285714284
4185,e,경북 포항시,한식 음식점업,2857.142857142857
4186,h,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2091.428571428572
4187,h,경북 포항시,의복 소매업,6142.857142857143
4188,f,경북 포항시,한식 음식점업,3000.0
4189,a,경북 포항시,한식 음식점업,2714.285714285714
4190,c,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",1635.7142857142858
4191,d,경북 포항시,"피자, 햄버거, 샌드위치 및 유사 음식점업",2102.8571428571427
4192,a,경북 포항시,애완용 동물 및 관련용품 소매업,9285.714285714286
4193,c,서울 강남구,한식 음식점업,14714.285714285714
4194,h,서울 강남구,한식 음식점업,-9714.285714285714
4195,c,서울 강남구,한식 음식점업,5428.571428571428
4196,e,서울 강남구,한식 음식점업,13714.285714285714
4197,c,서울 강남구,한식 음식점업,8857.142857142857
4198,f,서울 강남구,한식 음식점업,13142.857142857143
4199,f,서울 강남구,한식 음식점업,9714.285714285714
4200,d,서울 강남구,한식 음식점업,6857.142857142857
4201,a,서울 강남구,한식 음식점업,12857.142857142857
4202,a,서울 강남구,한식 음식점업,3428.5714285714284
4203,g,서울 강남구,한식 음식점업,10428.57142857143
4204,b,서울 강남구,한식 음식점업,11000.0
4205,c,서울 강남구,한식 음식점업,19428.571428571428
4206,a,서울 강남구,한식 음식점업,5428.571428571428
4207,e,서울 강남구,한식 음식점업,10571.42857142857
4208,e,서울 강남구,한식 음식점업,54571.428571428565
4209,b,서울 강남구,한식 음식점업,11714.285714285714
4210,b,서울 강남구,한식 음식점업,18428.571428571428
4211,a,서울 강남구,한식 음식점업,7428.571428571428
4212,c,서울 강남구,한식 음식점업,9714.285714285714
4213,e,서울 강남구,한식 음식점업,2285.714285714286
4214,e,서울 강남구,한식 음식점업,26857.142857142862
4215,a,서울 강남구,한식 음식점업,-13714.285714285714
4216,f,서울 강남구,한식 음식점업,8857.142857142857
4217,c,서울 강남구,한식 음식점업,47000.0
4218,c,서울 강남구,한식 음식점업,13428.571428571431
4219,e,서울 강남구,한식 음식점업,38857.142857142855
4220,a,서울 강남구,한식 음식점업,22285.714285714286
4221,a,서울 강남구,한식 음식점업,10714.285714285714
4222,c,서울 강남구,한식 음식점업,7142.857142857143
4223,e,서울 강남구,한식 음식점업,7142.857142857143
4224,a,서울 강남구,한식 음식점업,26285.714285714286
4225,g,서울 강남구,한식 음식점업,4000.0
4226,h,서울 강남구,한식 음식점업,25142.857142857138
4227,b,서울 강남구,한식 음식점업,3428.5714285714284
4228,a,서울 강남구,한식 음식점업,8285.714285714286
4229,a,서울 강남구,한식 음식점업,13428.571428571431
4230,a,서울 강남구,한식 음식점업,9000.0
4231,g,서울 강남구,한식 음식점업,30714.28571428572
4232,a,서울 강남구,한식 음식점업,12857.142857142857
4233,h,서울 강남구,한식 음식점업,4857.142857142857
4234,b,서울 강남구,한식 음식점업,17142.85714285714
4235,a,서울 강남구,한식 음식점업,8571.42857142857
4236,g,서울 강남구,한식 음식점업,10571.42857142857
4237,f,서울 강남구,한식 음식점업,15428.571428571431
4238,c,서울 강남구,한식 음식점업,7428.571428571428
4239,c,서울 강남구,한식 음식점업,12571.428571428569
4240,c,서울 강남구,한식 음식점업,7571.428571428572
4241,c,서울 강남구,한식 음식점업,6285.714285714284
4242,c,서울 강남구,한식 음식점업,9428.57142857143
4243,c,서울 강남구,한식 음식점업,12285.714285714286
4244,b,서울 강남구,한식 음식점업,8714.285714285714
4245,b,서울 강남구,한식 음식점업,7142.857142857143
4246,a,서울 강남구,한식 음식점업,8857.142857142857
4247,a,서울 강남구,한식 음식점업,12000.0
4248,c,서울 강남구,한식 음식점업,17857.14285714286
4249,g,서울 강남구,한식 음식점업,6857.142857142857
4250,a,서울 강남구,한식 음식점업,6857.142857142857
4251,e,서울 강남구,한식 음식점업,10000.0
4252,a,서울 강남구,한식 음식점업,9000.0
4253,c,서울 강남구,한식 음식점업,16428.571428571428
4254,a,서울 강남구,한식 음식점업,16428.571428571428
4255,e,서울 강남구,한식 음식점업,20000.0
4256,a,서울 강남구,한식 음식점업,4571.428571428572
4257,g,서울 강남구,한식 음식점업,9142.857142857143
4258,e,서울 강남구,한식 음식점업,32714.28571428572
4259,c,서울 강남구,한식 음식점업,12714.285714285714
4260,a,서울 강남구,한식 음식점업,6285.714285714284
4261,a,서울 강남구,한식 음식점업,11428.571428571431
4262,f,서울 강남구,한식 음식점업,11428.571428571431
4263,b,서울 강남구,한식 음식점업,44142.857142857145
4264,b,서울 강남구,한식 음식점업,10285.714285714286
4265,c,서울 강남구,한식 음식점업,17857.14285714286
4266,f,서울 강남구,한식 음식점업,40857.142857142855
4267,b,서울 강남구,한식 음식점업,9428.57142857143
4268,c,서울 강남구,한식 음식점업,8285.714285714286
4269,f,서울 강남구,한식 음식점업,11285.714285714286
4270,f,서울 강남구,한식 음식점업,9285.714285714286
4271,a,서울 강남구,한식 음식점업,10857.142857142857
4272,a,서울 강남구,한식 음식점업,6571.428571428572
4273,c,서울 강남구,한식 음식점업,14000.0
4274,a,서울 강남구,한식 음식점업,10000.0
4275,f,서울 강남구,한식 음식점업,10428.57142857143
4276,b,서울 강남구,한식 음식점업,30285.714285714286
4277,a,서울 강남구,한식 음식점업,5714.285714285716
4278,h,서울 강남구,한식 음식점업,10857.142857142857
4279,a,서울 강남구,한식 음식점업,7142.857142857143
4280,c,서울 강남구,한식 음식점업,4857.142857142857
4281,f,서울 강남구,한식 음식점업,10428.57142857143
4282,f,서울 강남구,한식 음식점업,3000.0
4283,e,서울 강남구,한식 음식점업,14571.428571428569
4284,b,서울 강남구,한식 음식점업,9714.285714285714
4285,f,서울 강남구,한식 음식점업,6428.571428571428
4286,b,서울 강남구,한식 음식점업,9714.285714285714
4287,b,서울 강남구,한식 음식점업,9714.285714285714
4288,e,서울 강남구,한식 음식점업,18142.85714285714
4289,a,서울 강남구,한식 음식점업,8857.142857142857
4290,b,서울 강남구,한식 음식점업,9428.57142857143
4291,c,서울 강남구,한식 음식점업,4000.0
4292,g,서울 강남구,한식 음식점업,18000.0
4293,c,서울 강남구,한식 음식점업,8285.714285714286
4294,g,서울 강남구,한식 음식점업,6857.142857142857
4295,g,서울 강남구,한식 음식점업,7714.285714285716
4296,h,서울 강남구,한식 음식점업,2571.428571428572
4297,a,서울 강남구,한식 음식점업,11857.142857142857
4298,c,서울 강남구,한식 음식점업,42857.142857142855
4299,e,서울 강남구,한식 음식점업,25000.0
4300,c,서울 강남구,한식 음식점업,2857.142857142857
4301,c,서울 강남구,한식 음식점업,12285.714285714286
4302,e,서울 강남구,한식 음식점업,10142.857142857143
4303,f,서울 강남구,한식 음식점업,13428.571428571431
4304,g,서울 강남구,한식 음식점업,9714.285714285714
4305,c,서울 강남구,한식 음식점업,10285.714285714286
4306,b,서울 마포구,한식 음식점업,2000.0
4307,a,서울 마포구,의복 소매업,10714.285714285714
4308,d,서울 마포구,한식 음식점업,6571.428571428572
4309,e,서울 마포구,의복 소매업,22857.142857142862
4310,g,서울 마포구,의복 소매업,12142.857142857143
4311,b,서울 마포구,의복 소매업,1857.142857142857
4312,c,서울 마포구,한식 음식점업,46714.285714285725
4313,d,서울 마포구,한식 음식점업,1714.2857142857142
4314,b,서울 마포구,의복 소매업,4571.428571428572
4315,a,서울 마포구,의복 소매업,-4285.714285714285
4316,f,서울 마포구,의복 소매업,16571.428571428572
4317,c,서울 마포구,기타 주점업,11857.142857142857
4318,a,서울 마포구,한식 음식점업,2000.0
4319,e,서울 마포구,한식 음식점업,857.1428571428571
4320,b,서울 마포구,한식 음식점업,714.2857142857142
4321,f,서울 마포구,한식 음식점업,3857.142857142857
4322,b,서울 마포구,기타 주점업,2000.0
4323,b,서울 마포구,기타 주점업,1142.857142857143
4324,a,서울 마포구,기타 주점업,11571.428571428569
4325,c,서울 마포구,의복 소매업,8571.42857142857
4326,d,서울 마포구,한식 음식점업,10142.857142857143
4327,d,서울 마포구,의복 소매업,8571.42857142857
4328,b,서울 마포구,한식 음식점업,2571.428571428572
4329,c,서울 마포구,의복 소매업,6857.142857142857
4330,a,서울 마포구,한식 음식점업,1142.857142857143
4331,b,서울 마포구,의복 소매업,12428.571428571431
4332,d,서울 마포구,한식 음식점업,6857.142857142857
4333,e,서울 마포구,기타 주점업,7714.285714285716
4334,b,서울 마포구,의복 소매업,2142.8571428571427
4335,d,서울 마포구,한식 음식점업,12000.0
4336,g,서울 마포구,의복 소매업,14285.714285714286
4337,g,서울 마포구,의복 소매업,14000.0
4338,f,서울 마포구,기타 주점업,11964.285714285714
4339,f,서울 마포구,한식 음식점업,2142.8571428571427
4340,b,서울 마포구,의복 소매업,15142.857142857143
4341,a,서울 마포구,기타 주점업,52071.428571428565
4342,g,서울 마포구,의복 소매업,25000.0
4343,b,서울 마포구,의복 소매업,6000.0
4344,a,서울 마포구,의복 소매업,6428.571428571428
4345,g,서울 마포구,한식 음식점업,3142.857142857143
4346,d,서울 마포구,의복 소매업,5000.0
4347,c,서울 마포구,의복 소매업,25714.28571428572
4348,a,서울 마포구,기타 주점업,9714.285714285714
4349,h,서울 마포구,한식 음식점업,4142.857142857143
4350,a,서울 마포구,기타 주점업,3571.428571428572
4351,d,서울 마포구,한식 음식점업,12142.857142857143
4352,f,서울 마포구,의복 소매업,28571.42857142857
4353,a,서울 마포구,기타 주점업,17285.714285714286
4354,b,서울 마포구,의복 소매업,46428.57142857144
4355,a,서울 마포구,한식 음식점업,1714.2857142857142
4356,a,서울 마포구,의복 소매업,2857.142857142857
4357,e,서울 마포구,의복 소매업,4285.714285714285
4358,b,서울 마포구,기타 주점업,14714.285714285714
4359,c,서울 마포구,한식 음식점업,2571.428571428572
4360,b,서울 마포구,의복 소매업,14285.714285714286
